Rk,Player,Age,Team,Lg,WAR,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB,Awards,Player-additional
217,Jonathan Papelbon,27,BOS,AL,1.9,5,4,.556,2.34,67,0,62,0,0,41,69.1,58,24,18,4,8,0,77,0,0,2,273,199,2.01,0.952,7.5,0.5,1.0,10.0,9.63,AS,papeljo01
218,David Weathers,38,CIN,NL,1.5,4,6,.400,3.25,72,0,17,0,0,0,69.1,76,27,25,6,30,8,46,3,1,1,311,136,4.36,1.529,9.9,0.8,3.9,6.0,1.53,,weathda01
219,Jonathan Broxton,24,LAD,NL,0.9,3,5,.375,3.13,70,0,32,0,0,14,69.0,54,29,24,2,27,5,88,3,0,3,285,134,2.26,1.174,7.0,0.3,3.5,11.5,3.26,,broxtjo01
220,Clay Condrey,32,PHI,NL,0.8,3,4,.429,3.26,56,0,30,0,0,1,69.0,85,26,25,6,19,8,34,2,0,1,303,134,4.19,1.507,11.1,0.8,2.5,4.4,1.79,,condrcl01
221,Doug Brocail,41,HOU,NL,0.9,7,5,.583,3.93,72,0,21,0,0,2,68.2,63,30,30,8,21,5,64,3,1,1,286,108,3.83,1.223,8.3,1.0,2.8,8.4,3.05,,brocado01
222,Kevin Gregg,30,FLA,NL,0.9,7,8,.467,3.41,72,0,59,0,0,29,68.2,51,30,26,3,37,4,58,4,0,7,296,128,3.80,1.282,6.7,0.4,4.8,7.6,1.57,,greggke01
223,Jim Johnson,25,BAL,AL,2.3,2,4,.333,2.23,54,0,18,0,0,1,68.2,54,18,17,0,28,3,38,3,1,1,281,200,3.38,1.194,7.1,0.0,3.7,5.0,1.36,,johnsji04
224,Francisco Rodríguez,26,LAA,AL,2.5,2,3,.400,2.24,76,0,69,0,0,62,68.1,54,21,17,4,34,4,77,2,0,6,288,199,3.22,1.288,7.1,0.5,4.5,10.1,2.26,ASCYA-3MVP-6,rodrifr03
225,Justin Speier,34,LAA,AL,-0.3,2,8,.200,5.03,62,0,19,0,0,0,68.0,69,41,38,15,27,5,56,6,0,8,305,89,5.81,1.412,9.1,2.0,3.6,7.4,2.07,,speieju01
226,Keiichi Yabu,39,SFG,NL,0.7,3,6,.333,3.57,60,0,10,0,0,0,68.0,63,33,27,3,32,4,48,8,1,5,302,123,4.06,1.397,8.3,0.4,4.2,6.4,1.50,,yabuke01
227,Joe Nathan,33,MIN,AL,3.3,1,2,.333,1.33,68,0,57,0,0,39,67.2,43,13,10,5,18,4,74,2,0,2,261,316,2.79,0.901,5.7,0.7,2.4,9.8,4.11,AS,nathajo01
228,Joakim Soria,24,KCR,AL,3.6,2,3,.400,1.60,63,0,57,0,0,42,67.1,39,13,12,5,19,1,66,6,1,1,260,270,3.25,0.861,5.2,0.7,2.5,8.8,3.47,AS,soriajo01
229,Matt Thornton*,31,CHW,AL,2.4,5,3,.625,2.67,74,0,12,0,0,1,67.1,48,20,20,5,19,2,77,2,0,3,268,172,2.75,0.995,6.4,0.7,2.5,10.3,4.05,,thornma01
230,Octavio Dotel,34,CHW,AL,0.7,4,4,.500,3.76,72,0,10,0,0,1,67.0,52,34,28,12,29,3,92,5,0,4,288,122,4.24,1.209,7.0,1.6,3.9,12.4,3.17,,doteloc01
231,Taylor Buchholz,26,COL,NL,2.0,6,6,.500,2.17,63,0,19,0,0,1,66.1,45,23,16,5,18,2,56,2,1,5,263,217,3.33,0.950,6.1,0.7,2.4,7.6,3.11,,buchhta01
232,Dan Wheeler,30,TBR,AL,1.4,5,6,.455,3.12,70,0,26,0,0,13,66.1,44,25,23,10,22,4,53,0,0,1,264,142,4.49,0.995,6.0,1.4,3.0,7.2,2.41,,wheelda01
233,Kerry Wood,31,CHC,NL,1.9,5,4,.556,3.26,65,0,56,0,0,34,66.1,54,24,24,3,18,4,84,7,0,1,276,141,2.32,1.085,7.3,0.4,2.4,11.4,4.67,AS,woodke02
234,Jensen Lewis,24,CLE,AL,0.6,0,4,.000,3.82,51,0,28,0,0,13,66.0,68,29,28,8,27,3,52,5,0,0,292,111,4.59,1.439,9.3,1.1,3.7,7.1,1.93,,lewisje01
235,Mike Adams,29,SDP,NL,1.5,2,3,.400,2.48,54,0,11,0,0,0,65.1,49,18,18,7,19,2,74,0,0,0,259,153,3.13,1.041,6.8,1.0,2.6,10.2,3.89,,adamsmi03
236,Sean Marshall*,25,CHC,NL,1.5,3,5,.375,3.86,34,7,6,0,0,1,65.1,60,28,28,9,23,4,58,4,0,3,279,119,4.39,1.270,8.3,1.2,3.2,8.0,2.52,,marshse01
237,David Purcey*,26,TOR,AL,-0.1,3,6,.333,5.54,12,12,0,1,0,0,65.0,67,41,40,9,29,0,58,4,0,3,289,77,4.67,1.477,9.3,1.2,4.0,8.0,2.00,,purceda01
238,Dámaso Marte*,33,2TM,2LG,0.9,5,3,.625,4.02,72,0,10,0,0,5,65.0,52,29,29,5,26,2,71,2,0,1,272,107,3.24,1.200,7.2,0.7,3.6,9.8,2.73,,marteda01
238,Dámaso Marte*,33,PIT,NL,0.9,4,0,1.000,3.47,47,0,8,0,0,5,46.2,38,18,18,4,16,1,47,1,0,1,192,121,3.32,1.157,7.3,0.8,3.1,9.1,2.94,,marteda01
238,Dámaso Marte*,33,NYY,AL,0.0,1,3,.250,5.40,25,0,2,0,0,0,18.1,14,11,11,1,10,1,24,1,0,0,80,83,3.02,1.309,6.9,0.5,4.9,11.8,2.40,,marteda01
239,Ron Mahay*,37,KCR,AL,1.4,5,0,1.000,3.48,57,0,3,0,0,0,64.2,61,27,25,6,29,0,49,1,0,1,278,125,4.21,1.392,8.5,0.8,4.0,6.8,1.69,,mahayro01
240,Brandon Morrow,23,SEA,AL,1.0,3,4,.429,3.34,45,5,24,0,0,10,64.2,40,26,24,10,34,1,75,0,0,5,265,127,4.40,1.144,5.6,1.4,4.7,10.4,2.21,,morrobr01
241,Renyel Pinto*,25,FLA,NL,0.2,2,5,.286,4.45,67,0,11,0,0,0,64.2,52,33,32,9,39,2,56,4,0,8,284,98,5.20,1.407,7.2,1.3,5.4,7.8,1.44,,pintore01
242,Brad Thompson,26,STL,NL,-0.4,6,3,.667,5.15,26,6,10,0,0,0,64.2,72,38,37,5,19,1,32,3,0,2,273,82,4.17,1.407,10.0,0.7,2.6,4.5,1.68,,thompbr01
243,Chris Waters*,27,BAL,AL,0.4,3,5,.375,5.01,11,11,0,1,1,0,64.2,70,38,36,9,29,0,33,3,1,1,291,89,5.41,1.531,9.7,1.3,4.0,4.6,1.14,,waterch01
244,Matt Herges,38,COL,NL,0.0,3,4,.429,5.04,58,0,10,0,0,0,64.1,79,40,36,5,24,5,46,5,1,3,294,93,4.06,1.601,11.1,0.7,3.4,6.4,1.92,,hergema01
245,Geoff Geary,31,HOU,NL,1.7,2,3,.400,2.53,55,0,8,0,0,0,64.0,45,18,18,3,28,5,45,2,1,0,262,167,3.74,1.141,6.3,0.4,3.9,6.3,1.61,,gearyge01
246,Mark Lowe,25,SEA,AL,-0.9,1,5,.167,5.37,57,0,19,0,0,1,63.2,78,44,38,6,34,0,55,4,0,2,303,79,4.42,1.759,11.0,0.8,4.8,7.8,1.62,,lowema01
247,Frank Francisco,28,TEX,AL,1.4,3,5,.375,3.13,58,0,18,0,0,5,63.1,47,24,22,7,26,2,83,0,0,5,264,143,3.18,1.153,6.7,1.0,3.7,11.8,3.19,,francfr01
248,Tom Glavine*,42,ATL,NL,-0.2,2,4,.333,5.54,13,13,0,0,0,0,63.1,67,40,39,11,37,4,37,1,0,0,281,76,6.02,1.642,9.5,1.6,5.3,5.3,1.00,,glavito02
249,Shawn Hill,27,WSN,NL,-0.7,1,5,.167,5.83,12,12,0,0,0,0,63.1,88,47,41,5,23,2,39,1,1,2,296,74,4.06,1.753,12.5,0.7,3.3,5.5,1.70,,hillsh01
250,Luis Mendoza,24,TEX,AL,-2.7,3,8,.273,8.67,25,11,6,0,0,1,63.1,97,74,61,7,25,4,35,6,0,5,316,52,4.93,1.926,13.8,1.0,3.6,5.0,1.40,,mendolu01
251,Scot Shields,32,LAA,AL,0.8,6,4,.600,2.70,64,0,12,0,0,4,63.1,56,29,19,6,29,2,64,2,0,2,270,165,3.81,1.342,8.0,0.9,4.1,9.1,2.21,,shielsc01
252,Joe Smith,24,NYM,NL,0.7,6,3,.667,3.55,82,0,12,0,0,0,63.1,51,28,25,4,31,4,52,4,0,1,271,119,3.97,1.295,7.2,0.6,4.4,7.4,1.68,,smithjo05
253,Doug Waechter,27,FLA,NL,0.5,4,2,.667,3.69,48,0,10,0,0,0,63.1,63,29,26,7,21,3,46,2,0,2,275,118,4.21,1.326,9.0,1.0,3.0,6.5,2.19,,waechdo01
254,Buddy Carlyle,30,ATL,NL,0.7,2,0,1.000,3.59,45,0,5,0,0,0,62.2,52,26,25,5,26,6,59,1,1,4,259,117,3.58,1.245,7.5,0.7,3.7,8.5,2.27,,carlybu01
255,Jesse Crain,26,MIN,AL,0.6,5,4,.556,3.59,66,0,14,0,0,0,62.2,62,29,25,6,24,3,50,1,0,2,268,117,3.98,1.372,8.9,0.9,3.4,7.2,2.08,,crainje01
256,Brian Fuentes*,32,COL,NL,2.1,1,5,.167,2.73,67,0,48,0,0,30,62.2,47,22,19,3,22,1,82,1,0,1,256,172,2.24,1.101,6.8,0.4,3.2,11.8,3.73,,fuentbr01
257,Ross Ohlendorf,25,2TM,2LG,-1.1,1,4,.200,6.46,30,5,3,0,0,0,62.2,86,49,45,10,31,3,49,1,1,10,300,68,5.17,1.867,12.4,1.4,4.5,7.0,1.58,,ohlenro01
257,Ross Ohlendorf,25,NYY,AL,-0.7,1,1,.500,6.53,25,0,3,0,0,0,40.0,50,31,29,7,19,3,36,1,0,6,187,68,5.11,1.725,11.3,1.6,4.3,8.1,1.89,,ohlenro01
257,Ross Ohlendorf,25,PIT,NL,-0.4,0,3,.000,6.35,5,5,0,0,0,0,22.2,36,18,16,3,12,0,13,0,1,4,113,67,5.29,2.118,14.3,1.2,4.8,5.2,1.08,,ohlenro01
258,Brian Wilson,26,SFG,NL,0.3,3,2,.600,4.62,63,0,54,0,0,41,62.1,62,32,32,7,28,4,67,3,0,2,274,95,3.93,1.444,9.0,1.0,4.0,9.7,2.39,AS,wilsobr01
259,Hideki Okajima*,32,BOS,AL,2.1,3,2,.600,2.61,64,0,11,0,0,1,62.0,49,18,18,6,23,1,60,1,0,2,258,178,3.62,1.161,7.1,0.9,3.3,8.7,2.61,,okajihi01
260,Greg Reynolds,22,COL,NL,-1.2,2,8,.200,8.13,14,13,0,0,0,0,62.0,83,58,56,14,26,3,22,4,0,2,294,58,6.81,1.758,12.0,2.0,3.8,3.2,0.85,,reynogr01
261,Nick Masset,26,2TM,2LG,0.7,2,0,1.000,3.92,42,1,12,0,0,1,62.0,71,32,27,7,26,4,43,2,1,3,271,117,4.57,1.565,10.3,1.0,3.8,6.2,1.65,,masseni01
261,Nick Masset,26,CHW,AL,0.3,1,0,1.000,4.63,32,1,11,0,0,1,44.2,55,26,23,4,21,4,32,2,1,2,203,99,4.41,1.701,11.1,0.8,4.2,6.4,1.52,,masseni01
261,Nick Masset,26,CIN,NL,0.5,1,0,1.000,2.08,10,0,1,0,0,0,17.1,16,6,4,3,5,0,11,0,0,1,68,215,4.98,1.212,8.3,1.6,2.6,5.7,2.20,,masseni01
262,LaTroy Hawkins,35,2TM,2LG,0.9,3,1,.750,3.92,57,0,15,0,0,1,62.0,53,29,27,3,22,4,48,0,0,3,252,112,3.28,1.210,7.7,0.4,3.2,7.0,2.18,,hawkila01
262,LaTroy Hawkins,35,NYY,AL,0.0,1,1,.500,5.71,33,0,11,0,0,0,41.0,42,26,26,3,17,3,23,0,0,2,173,78,4.21,1.439,9.2,0.7,3.7,5.0,1.35,,hawkila01
262,LaTroy Hawkins,35,HOU,NL,0.9,2,0,1.000,0.43,24,0,4,0,0,1,21.0,11,3,1,0,5,1,25,0,0,1,79,999,1.47,0.762,4.7,0.0,2.1,10.7,5.00,,hawkila01
263,Alan Embree*,38,OAK,AL,-0.6,2,5,.286,4.96,70,0,11,0,0,0,61.2,59,36,34,8,30,5,57,2,0,2,270,83,4.53,1.443,8.6,1.2,4.4,8.3,1.90,,embreal01
264,Bobby Jenks,27,CHW,AL,2.5,3,1,.750,2.63,57,0,52,0,0,30,61.2,51,18,18,3,17,4,38,1,0,3,243,175,3.41,1.103,7.4,0.4,2.5,5.5,2.24,,jenksbo01
265,José Arredondo,24,LAA,AL,2.3,10,2,.833,1.62,52,0,10,0,0,0,61.0,42,15,11,3,22,0,55,1,0,1,244,275,3.10,1.049,6.2,0.4,3.2,8.1,2.50,,arredjo01
266,Franquelis Osoria,26,PIT,NL,-0.8,4,3,.571,6.08,43,0,10,0,0,0,60.2,87,43,41,10,12,0,31,4,0,0,276,69,5.04,1.632,12.9,1.5,1.8,4.6,2.58,,osorifr01
267,Kyle Farnsworth,32,2TM,AL,0.3,2,3,.400,4.48,61,0,11,0,0,1,60.1,70,32,30,15,22,4,61,1,1,1,261,100,5.49,1.525,10.4,2.2,3.3,9.1,2.77,,farnsky01
267,Kyle Farnsworth,32,NYY,AL,0.9,1,2,.333,3.65,45,0,6,0,0,1,44.1,43,18,18,11,17,3,43,1,1,1,185,121,5.64,1.353,8.7,2.2,3.5,8.7,2.53,,farnsky01
267,Kyle Farnsworth,32,DET,AL,-0.5,1,1,.500,6.75,16,0,5,0,0,0,16.0,27,14,12,4,5,1,18,0,0,0,76,67,5.07,2.000,15.2,2.3,2.8,10.1,3.60,,farnsky01
268,Denny Bautista,27,2TM,2LG,-0.1,4,4,.500,5.22,51,0,8,0,0,0,60.1,61,35,35,6,42,2,44,2,0,4,271,82,5.15,1.707,9.1,0.9,6.3,6.6,1.05,,bautide01
268,Denny Bautista,27,DET,AL,0.4,0,1,.000,3.32,16,0,3,0,0,0,19.0,15,7,7,1,14,0,10,2,0,1,83,136,5.29,1.526,7.1,0.5,6.6,4.7,0.71,,bautide01
268,Denny Bautista,27,PIT,NL,-0.5,4,3,.571,6.10,35,0,5,0,0,0,41.1,46,28,28,5,28,2,34,0,0,3,188,69,5.09,1.790,10.0,1.1,6.1,7.4,1.21,,bautide01
269,Jesse Carlson*,27,TOR,AL,1.8,7,2,.778,2.25,69,0,10,0,0,2,60.0,41,16,15,6,21,7,55,3,1,2,237,189,3.80,1.033,6.2,0.9,3.2,8.3,2.62,,carlsje01
270,Brad Ziegler,28,OAK,AL,2.8,3,0,1.000,1.06,47,0,21,0,0,11,59.2,47,8,7,2,22,3,30,1,0,0,229,390,3.72,1.156,7.1,0.3,3.3,4.5,1.36,ROY-8,zieglbr01
271,Javier López*,30,BOS,AL,1.8,2,0,1.000,2.43,70,0,10,0,0,0,59.1,53,18,16,4,27,0,38,2,0,1,247,191,4.19,1.348,8.0,0.6,4.1,5.8,1.41,,lopezja02
272,Brandon Lyon,28,ARI,NL,0.1,3,5,.375,4.70,61,0,50,0,0,26,59.1,75,34,31,7,13,1,44,0,0,1,265,98,3.84,1.483,11.4,1.1,2.0,6.7,3.38,,lyonbr01
273,Chad Bradford,33,2TM,AL,1.6,4,3,.571,2.12,68,0,9,0,0,0,59.1,59,20,14,3,15,6,17,2,0,0,241,211,4.08,1.247,8.9,0.5,2.3,2.6,1.13,,bradfch01
273,Chad Bradford,33,BAL,AL,0.7,3,3,.500,2.45,47,0,5,0,0,0,40.1,41,17,11,2,7,3,13,1,0,0,160,183,3.73,1.190,9.1,0.4,1.6,2.9,1.86,,bradfch01
273,Chad Bradford,33,TBR,AL,1.0,1,0,1.000,1.42,21,0,4,0,0,0,19.0,18,3,3,1,8,3,4,1,0,0,81,315,4.82,1.368,8.5,0.5,3.8,1.9,0.50,,bradfch01
274,J.C. Romero*,32,PHI,NL,1.6,4,4,.500,2.75,81,0,14,0,0,1,59.0,41,18,18,5,38,5,52,5,1,2,255,159,4.66,1.339,6.3,0.8,5.8,7.9,1.37,,romerj.01
275,Jared Burton,27,CIN,NL,1.1,5,1,.833,3.22,54,0,12,0,0,0,58.2,56,24,21,6,25,3,58,2,1,2,257,137,3.86,1.381,8.6,0.9,3.8,8.9,2.32,,burtoja01
276,Will Ohman*,30,ATL,NL,0.4,4,1,.800,3.68,83,0,16,0,0,1,58.2,51,27,24,3,22,4,53,1,0,2,248,114,3.17,1.244,7.8,0.5,3.4,8.1,2.41,,ohmanwi01
277,Grant Balfour,30,TBR,AL,2.9,6,2,.750,1.54,51,0,12,0,0,4,58.1,28,10,10,3,24,1,82,0,0,2,224,287,2.22,0.891,4.3,0.5,3.7,12.7,3.42,,balfogr01
278,Duaner Sánchez,28,NYM,NL,0.3,5,1,.833,4.32,66,0,14,0,0,0,58.1,54,28,28,6,23,3,44,3,0,2,254,98,4.30,1.320,8.3,0.9,3.5,6.8,1.91,,sanchdu01
279,Wil Ledezma*,27,2TM,NL,0.1,0,2,.000,4.17,28,6,8,0,0,0,58.1,51,29,27,4,41,2,53,3,0,4,266,93,4.47,1.577,7.9,0.6,6.3,8.2,1.29,,ledezwi01
279,Wil Ledezma*,27,SDP,NL,0.0,0,2,.000,4.47,25,6,6,0,0,0,54.1,49,29,27,4,38,2,49,3,0,4,249,85,4.55,1.601,8.1,0.7,6.3,8.1,1.29,,ledezwi01
279,Wil Ledezma*,27,ARI,NL,0.1,0,0,,0.00,3,0,2,0,0,0,4.0,2,0,0,0,3,0,4,0,0,0,17,,3.38,1.250,4.5,0.0,6.8,9.0,1.33,,ledezwi01
280,Zach Jackson*,25,2TM,2LG,-0.2,2,3,.400,5.55,11,9,2,0,0,0,58.1,69,38,36,7,16,0,31,3,0,2,256,77,4.61,1.457,10.6,1.1,2.5,4.8,1.94,,jacksza01
280,Zach Jackson*,25,MIL,NL,0.0,0,0,,4.91,2,0,2,0,0,0,3.2,5,2,2,0,2,0,1,0,0,1,18,94,4.22,1.909,12.3,0.0,4.9,2.5,0.50,,jacksza01
280,Zach Jackson*,25,CLE,AL,-0.2,2,3,.400,5.60,9,9,0,0,0,0,54.2,64,36,34,7,14,0,30,3,0,1,238,76,4.63,1.427,10.5,1.2,2.3,4.9,2.14,,jacksza01
281,B.J. Ryan*,32,TOR,AL,1.2,2,4,.333,2.95,60,0,48,0,0,32,58.0,46,21,19,4,28,3,58,4,1,2,249,144,3.68,1.276,7.1,0.6,4.3,9.0,2.07,,ryanb.01
282,José Veras,27,NYY,AL,1.1,5,3,.625,3.59,60,0,15,0,0,0,57.2,52,23,23,7,29,6,63,3,0,4,253,123,4.19,1.405,8.1,1.1,4.5,9.8,2.17,,verasjo01
283,Matt Lindstrom,28,FLA,NL,1.2,3,3,.500,3.14,66,0,27,0,0,5,57.1,57,21,20,1,26,4,43,1,0,4,245,139,3.27,1.448,8.9,0.2,4.1,6.8,1.65,,lindsma01
284,Guillermo Mota,34,MIL,NL,0.2,5,6,.455,4.11,58,0,18,0,0,1,57.0,52,28,26,7,28,0,50,0,1,4,244,103,4.45,1.404,8.2,1.1,4.4,7.9,1.79,,motagu01
285,Sean Burnett*,25,PIT,NL,0.1,1,1,.500,4.76,58,0,16,0,0,0,56.2,57,31,30,7,34,3,42,2,0,4,253,88,5.16,1.606,9.1,1.1,5.4,6.7,1.24,,burnese01
286,Scott Schoeneweis*,34,NYM,NL,0.8,2,6,.250,3.34,73,0,12,0,0,1,56.2,55,23,21,7,23,6,34,4,0,3,243,127,4.97,1.376,8.7,1.1,3.7,5.4,1.48,,schoesc01
287,Yusmeiro Petit,23,ARI,NL,0.8,3,5,.375,4.31,19,8,6,0,0,0,56.1,45,29,27,12,14,2,42,1,1,3,229,107,5.21,1.047,7.2,1.9,2.2,6.7,3.00,,petityu01
288,Bobby Seay*,30,DET,AL,0.7,1,2,.333,4.47,60,0,14,0,0,0,56.1,59,28,28,4,25,7,58,2,0,3,246,100,3.43,1.491,9.4,0.6,4.0,9.3,2.32,,seaybo01
289,Brian Tallet*,30,TOR,AL,1.0,1,2,.333,2.88,51,0,15,0,0,0,56.1,52,19,18,4,22,3,47,1,0,0,240,148,3.61,1.314,8.3,0.6,3.5,7.5,2.14,,tallebr01
290,Eddie Guardado*,37,2TM,AL,0.8,4,4,.500,4.15,64,0,14,0,0,4,56.1,50,26,26,4,19,2,33,0,0,1,227,107,3.90,1.225,8.0,0.6,3.0,5.3,1.74,,guarded01
290,Eddie Guardado*,37,TEX,AL,1.0,3,3,.500,3.65,55,0,14,0,0,4,49.1,38,20,20,3,17,2,28,0,0,1,194,123,3.82,1.115,6.9,0.5,3.1,5.1,1.65,,guarded01
290,Eddie Guardado*,37,MIN,AL,-0.2,1,1,.500,7.71,9,0,0,0,0,0,7.0,12,6,6,1,2,0,5,0,0,0,33,57,4.42,2.000,15.4,1.3,2.6,6.4,2.50,,guarded01
291,Kason Gabbard*,26,TEX,AL,0.1,2,3,.400,4.82,12,12,0,0,0,0,56.0,64,36,30,5,39,4,33,1,0,4,263,93,5.26,1.839,10.3,0.8,6.3,5.3,0.85,,gabbaka01
292,Max Scherzer,23,ARI,NL,1.2,0,4,.000,3.05,16,7,2,0,0,0,56.0,48,24,19,5,21,1,66,5,0,2,237,151,3.33,1.232,7.7,0.8,3.4,10.6,3.14,,scherma01
293,Masahide Kobayashi,34,CLE,AL,-0.1,4,5,.444,4.53,57,0,31,0,0,6,55.2,65,30,28,8,14,2,35,1,0,4,244,94,4.55,1.419,10.5,1.3,2.3,5.7,2.50,,kobayma01
294,Wesley Wright*,23,HOU,NL,-0.3,4,3,.571,5.01,71,0,15,0,0,1,55.2,45,34,31,8,34,4,57,4,1,2,250,85,5.00,1.419,7.3,1.3,5.5,9.2,1.68,,wrighwe01
295,Tim Byrdak*,34,HOU,NL,0.6,2,1,.667,3.90,59,0,9,0,0,0,55.1,45,24,24,10,29,2,47,2,0,0,237,109,5.46,1.337,7.3,1.6,4.7,7.6,1.62,,byrdati01
296,Logan Kensing,25,FLA,NL,0.4,3,1,.750,4.23,48,0,7,0,0,0,55.1,50,26,26,7,33,5,55,4,0,7,254,103,4.79,1.500,8.1,1.1,5.4,8.9,1.67,,kensilo01
297,Edwar Ramírez,27,NYY,AL,0.8,5,1,.833,3.90,55,0,16,0,0,1,55.1,44,25,24,7,24,2,63,3,0,3,233,113,3.96,1.229,7.2,1.1,3.9,10.2,2.63,,ramired01
298,Juan Rincón,29,2TM,AL,-0.7,3,3,.500,5.86,47,0,15,0,0,0,55.1,67,39,36,8,24,2,39,3,0,5,254,73,5.07,1.645,10.9,1.3,3.9,6.3,1.63,,rincoju01
298,Juan Rincón,29,MIN,AL,-0.4,2,2,.500,6.11,24,0,6,0,0,0,28.0,33,21,19,5,16,2,20,2,0,3,133,69,5.95,1.750,10.6,1.6,5.1,6.4,1.25,,rincoju01
298,Juan Rincón,29,CLE,AL,-0.3,1,1,.500,5.60,23,0,9,0,0,0,27.1,34,18,17,3,8,0,19,1,0,2,121,76,4.16,1.537,11.2,1.0,2.6,6.3,2.38,,rincoju01
299,Julián Tavárez,35,3TM,2LG,-1.0,1,5,.167,5.10,52,0,15,0,0,0,54.2,73,42,31,5,28,4,51,3,1,2,267,85,4.16,1.848,12.0,0.8,4.6,8.4,1.82,,tavarju01
299,Julián Tavárez,35,2TM,NL,-0.6,1,4,.200,4.71,43,0,13,0,0,0,42.0,55,30,22,5,19,4,45,2,1,1,203,90,4.04,1.762,11.8,1.1,4.1,9.6,2.37,,tavarju01
299,Julián Tavárez,35,BOS,AL,-0.3,0,1,.000,6.39,9,0,2,0,0,0,12.2,18,12,9,0,9,0,6,1,0,1,64,74,4.55,2.132,12.8,0.0,6.4,4.3,0.67,,tavarju01
299,Julián Tavárez,35,MIL,NL,-0.5,0,1,.000,8.59,7,0,1,0,0,0,7.1,13,10,7,0,5,0,10,0,0,0,41,51,2.45,2.455,16.0,0.0,6.1,12.3,2.00,,tavarju01
299,Julián Tavárez,35,ATL,NL,-0.2,1,3,.250,3.89,36,0,12,0,0,0,34.2,42,20,15,5,14,4,35,2,1,1,162,108,4.37,1.615,10.9,1.3,3.6,9.1,2.50,,tavarju01
300,Gary Glover,31,2TM,AL,-0.1,2,3,.400,5.30,47,0,15,0,0,0,54.1,64,33,32,7,22,6,37,2,0,4,246,84,4.77,1.583,10.6,1.2,3.6,6.1,1.68,,glovega01
300,Gary Glover,31,TBR,AL,-0.3,1,2,.333,5.82,29,0,10,0,0,0,34.0,42,22,22,3,18,5,22,1,0,4,160,76,4.66,1.765,11.1,0.8,4.8,5.8,1.22,,glovega01
300,Gary Glover,31,DET,AL,0.2,1,1,.500,4.43,18,0,5,0,0,0,20.1,22,11,10,4,4,1,15,1,0,0,86,102,4.95,1.279,9.7,1.8,1.8,6.6,3.75,,glovega01
301,Joe Nelson,33,FLA,NL,1.7,3,1,.750,2.00,59,0,20,0,0,1,54.0,42,16,12,5,22,4,60,2,0,3,230,218,3.45,1.185,7.0,0.8,3.7,10.0,2.73,,nelsojo01
302,Matt Capps,24,PIT,NL,1.2,2,3,.400,3.02,49,0,39,0,0,21,53.2,47,20,18,5,5,0,39,2,0,0,211,139,3.28,0.969,7.9,0.8,0.8,6.5,7.80,,cappsma01
303,Pedro Feliciano*,31,NYM,NL,0.6,3,4,.429,4.05,86,0,14,0,0,2,53.1,57,24,24,7,26,8,50,3,0,2,237,105,4.59,1.556,9.6,1.2,4.4,8.4,1.92,,felicpe01
304,George Sherrill*,31,BAL,AL,0.1,3,5,.375,4.73,57,0,49,0,0,31,53.1,47,28,28,6,33,6,58,1,0,1,239,95,4.33,1.500,7.9,1.0,5.6,9.8,1.76,AS,sherrge01
305,Tyler Walker,32,SFG,NL,0.1,5,8,.385,4.56,65,0,19,0,0,0,53.1,47,29,27,7,21,3,49,1,0,5,226,97,4.24,1.275,7.9,1.2,3.5,8.3,2.33,,walkety01
306,Manny Acosta,27,ATL,NL,0.3,3,5,.375,3.57,46,0,22,0,0,3,53.0,48,25,21,7,26,5,31,1,0,5,226,118,5.21,1.396,8.2,1.2,4.4,5.3,1.19,,acostma01
307,Joel Peralta,32,KCR,AL,-0.2,1,2,.333,5.98,40,0,12,0,0,0,52.2,56,37,35,15,14,0,38,2,0,1,224,73,6.30,1.329,9.6,2.6,2.4,6.5,2.71,,peraljo01
308,Pat Misch*,26,SFG,NL,0.0,0,3,.000,5.68,15,7,6,0,0,0,52.1,56,34,33,11,15,2,38,3,1,1,230,78,5.44,1.357,9.6,1.9,2.6,6.5,2.53,,mischpa01
309,Juan Cruz,29,ARI,NL,1.4,4,0,1.000,2.61,57,0,10,0,0,0,51.2,34,17,15,5,31,0,71,3,0,1,215,177,3.62,1.258,5.9,0.9,5.4,12.4,2.29,,cruzju02
310,Aníbal Sánchez,24,FLA,NL,-0.2,2,5,.286,5.57,10,10,0,0,0,0,51.2,54,35,32,7,27,2,50,6,0,1,241,78,4.87,1.568,9.4,1.2,4.7,8.7,1.85,,sanchan01
311,Jeff Karstens,25,PIT,NL,0.1,2,6,.250,4.03,9,9,0,1,1,0,51.1,56,32,23,7,13,0,23,0,0,1,220,104,4.77,1.344,9.8,1.2,2.3,4.0,1.77,,karstje01
312,Brian Shouse*,39,MIL,NL,0.9,5,1,.833,2.81,69,0,17,0,0,2,51.1,46,19,16,5,14,4,33,0,0,1,212,151,3.93,1.169,8.1,0.9,2.5,5.8,2.36,,shousbr01
313,Ryan Speier,28,COL,NL,0.8,2,1,.667,4.06,43,0,8,0,0,0,51.0,52,23,23,3,18,2,33,4,0,2,217,116,3.90,1.373,9.2,0.5,3.2,5.8,1.83,,speiery01
